Vendor_ID,Name,Type,Area,City,Avg_Rating,Total_Rating,Item_ID,Item_Name,Category,Price,Food_Type,Avg_Rating.1,Total_Order
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7037,Espresso,Café Menu,80,Veg,4,7537
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7038,Cappuccino,Café Menu,120,Veg,4,7538
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7039,Latte,Café Menu,130,Veg,4,7539
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7040,Americano,Café Menu,100,Veg,4,7540
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7041,Filter Coffee,Café Menu,50,Veg,4,7541
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7042,Masala Chai,Café Menu,60,Veg,4,7542
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7043,Green Tea,Café Menu,70,Veg,4,7543
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7044,Cold Brew,Café Menu,140,Veg,4,7544
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7045,Iced Latte,Café Menu,150,Veg,4,7545
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7046,Hot Chocolate,Café Menu,160,Veg,4,7546
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7047,Blueberry Muffin,Café Menu,90,Veg,4,7547
C3004,The Bean Roastery 🫘,Café,Periyar,Madurai,4,4004,7048,Choco Lava Cake,Café Menu,120,Veg,4,7548
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7049,Espresso,Café Menu,80,Veg,4,7549
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7050,Cappuccino,Café Menu,120,Veg,4,7550
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7051,Latte,Café Menu,130,Veg,4,7551
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7052,Americano,Café Menu,100,Veg,4,7552
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7053,Filter Coffee,Café Menu,50,Veg,4,7553
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7054,Masala Chai,Café Menu,60,Veg,4,7554
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7055,Green Tea,Café Menu,70,Veg,4,7555
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7056,Cold Brew,Café Menu,140,Veg,4,7556
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7057,Iced Latte,Café Menu,150,Veg,4,7557
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7058,Hot Chocolate,Café Menu,160,Veg,4,7558
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7059,Blueberry Muffin,Café Menu,90,Veg,4,7559
C3005,Latte Love Café ❤️,Café,Simmakkal,Madurai,4,4005,7060,Choco Lava Cake,Café Menu,120,Veg,4,7560
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7061,Espresso,Café Menu,80,Veg,4,7561
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7062,Cappuccino,Café Menu,120,Veg,4,7562
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7063,Latte,Café Menu,130,Veg,4,7563
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7064,Americano,Café Menu,100,Veg,4,7564
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7065,Filter Coffee,Café Menu,50,Veg,4,7565
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7066,Masala Chai,Café Menu,60,Veg,4,7566
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7067,Green Tea,Café Menu,70,Veg,4,7567
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7068,Cold Brew,Café Menu,140,Veg,4,7568
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7069,Iced Latte,Café Menu,150,Veg,4,7569
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7070,Hot Chocolate,Café Menu,160,Veg,4,7570
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7071,Blueberry Muffin,Café Menu,90,Veg,4,7571
C3006,Caffeine Corner ☕,Café,Goripalayam,Madurai,4,4006,7072,Choco Lava Cake,Café Menu,120,Veg,4,7572
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7073,Espresso,Café Menu,80,Veg,4,7573
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7074,Cappuccino,Café Menu,120,Veg,4,7574
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7075,Latte,Café Menu,130,Veg,4,7575
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7076,Americano,Café Menu,100,Veg,4,7576
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7077,Filter Coffee,Café Menu,50,Veg,4,7577
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7078,Masala Chai,Café Menu,60,Veg,4,7578
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7079,Green Tea,Café Menu,70,Veg,4,7579
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7080,Cold Brew,Café Menu,140,Veg,4,7580
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7081,Iced Latte,Café Menu,150,Veg,4,7581
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7082,Hot Chocolate,Café Menu,160,Veg,4,7582
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7083,Blueberry Muffin,Café Menu,90,Veg,4,7583
C3007,Rustic Brews Café 🌿,Café,Tallakulam,Madurai,4,4007,7084,Choco Lava Cake,Café Menu,120,Veg,4,7584
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7085,Espresso,Café Menu,80,Veg,4,7585
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7086,Cappuccino,Café Menu,120,Veg,4,7586
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7087,Latte,Café Menu,130,Veg,4,7587
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7088,Americano,Café Menu,100,Veg,4,7588
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7089,Filter Coffee,Café Menu,50,Veg,4,7589
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7090,Masala Chai,Café Menu,60,Veg,4,7590
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7091,Green Tea,Café Menu,70,Veg,4,7591
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7092,Cold Brew,Café Menu,140,Veg,4,7592
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7093,Iced Latte,Café Menu,150,Veg,4,7593
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7094,Hot Chocolate,Café Menu,160,Veg,4,7594
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7095,Blueberry Muffin,Café Menu,90,Veg,4,7595
C3008,Filter Kaapi Spot 🥤,Café,Villapuram,Madurai,4,4008,7096,Choco Lava Cake,Café Menu,120,Veg,4,7596
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7097,Espresso,Café Menu,80,Veg,4,7597
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7098,Cappuccino,Café Menu,120,Veg,4,7598
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7099,Latte,Café Menu,130,Veg,4,7599
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7100,Americano,Café Menu,100,Veg,4,7600
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7101,Filter Coffee,Café Menu,50,Veg,4,7601
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7102,Masala Chai,Café Menu,60,Veg,4,7602
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7103,Green Tea,Café Menu,70,Veg,4,7603
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7104,Cold Brew,Café Menu,140,Veg,4,7604
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7105,Iced Latte,Café Menu,150,Veg,4,7605
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7106,Hot Chocolate,Café Menu,160,Veg,4,7606
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7107,Blueberry Muffin,Café Menu,90,Veg,4,7607
C3009,The Cozy Cup Café 🍵,Café,Thiruparankundram,Madurai,4,4009,7108,Choco Lava Cake,Café Menu,120,Veg,4,7608
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7109,Espresso,Café Menu,80,Veg,4,7609
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7110,Cappuccino,Café Menu,120,Veg,4,7610
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7111,Latte,Café Menu,130,Veg,4,7611
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7112,Americano,Café Menu,100,Veg,4,7612
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7113,Filter Coffee,Café Menu,50,Veg,4,7613
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7114,Masala Chai,Café Menu,60,Veg,4,7614
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7115,Green Tea,Café Menu,70,Veg,4,7615
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7116,Cold Brew,Café Menu,140,Veg,4,7616
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7117,Iced Latte,Café Menu,150,Veg,4,7617
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7118,Hot Chocolate,Café Menu,160,Veg,4,7618
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7119,Blueberry Muffin,Café Menu,90,Veg,4,7619
C3010,Frappe Nation 🍹,Café,Mattuthavani,Madurai,4,4010,7120,Choco Lava Cake,Café Menu,120,Veg,4,7620
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7121,Espresso,Café Menu,80,Veg,4,7621
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7122,Cappuccino,Café Menu,120,Veg,4,7622
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7123,Latte,Café Menu,130,Veg,4,7623
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7124,Americano,Café Menu,100,Veg,4,7624
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7125,Filter Coffee,Café Menu,50,Veg,4,7625
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7126,Masala Chai,Café Menu,60,Veg,4,7626
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7127,Green Tea,Café Menu,70,Veg,4,7627
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7128,Cold Brew,Café Menu,140,Veg,4,7628
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7129,Iced Latte,Café Menu,150,Veg,4,7629
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7130,Hot Chocolate,Café Menu,160,Veg,4,7630
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7131,Blueberry Muffin,Café Menu,90,Veg,4,7631
C3011,Madurai Chai Lounge 🍵,Café,Koodal Nagar,Madurai,4,4011,7132,Choco Lava Cake,Café Menu,120,Veg,4,7632
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7133,Espresso,Café Menu,80,Veg,4,7633
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7134,Cappuccino,Café Menu,120,Veg,4,7634
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7135,Latte,Café Menu,130,Veg,4,7635
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7136,Americano,Café Menu,100,Veg,4,7636
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7137,Filter Coffee,Café Menu,50,Veg,4,7637
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7138,Masala Chai,Café Menu,60,Veg,4,7638
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7139,Green Tea,Café Menu,70,Veg,4,7639
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7140,Cold Brew,Café Menu,140,Veg,4,7640
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7141,Iced Latte,Café Menu,150,Veg,4,7641
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7142,Hot Chocolate,Café Menu,160,Veg,4,7642
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7143,Blueberry Muffin,Café Menu,90,Veg,4,7643
C3012,Sugar & Spice Café 🍰,Café,Palanganatham,Madurai,4,4012,7144,Choco Lava Cake,Café Menu,120,Veg,4,7644
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7145,Espresso,Café Menu,80,Veg,4,7645
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7146,Cappuccino,Café Menu,120,Veg,4,7646
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7147,Latte,Café Menu,130,Veg,4,7647
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7148,Americano,Café Menu,100,Veg,4,7648
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7149,Filter Coffee,Café Menu,50,Veg,4,7649
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7150,Masala Chai,Café Menu,60,Veg,4,7650
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7151,Green Tea,Café Menu,70,Veg,4,7651
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7152,Cold Brew,Café Menu,140,Veg,4,7652
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7153,Iced Latte,Café Menu,150,Veg,4,7653
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7154,Hot Chocolate,Café Menu,160,Veg,4,7654
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7155,Blueberry Muffin,Café Menu,90,Veg,4,7655
C3013,Choco Bliss Café 🍫,Café,Sellur,Madurai,4,4013,7156,Choco Lava Cake,Café Menu,120,Veg,4,7656
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7157,Espresso,Café Menu,80,Veg,4,7657
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7158,Cappuccino,Café Menu,120,Veg,4,7658
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7159,Latte,Café Menu,130,Veg,4,7659
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7160,Americano,Café Menu,100,Veg,4,7660
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7161,Filter Coffee,Café Menu,50,Veg,4,7661
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7162,Masala Chai,Café Menu,60,Veg,4,7662
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7163,Green Tea,Café Menu,70,Veg,4,7663
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7164,Cold Brew,Café Menu,140,Veg,4,7664
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7165,Iced Latte,Café Menu,150,Veg,4,7665
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7166,Hot Chocolate,Café Menu,160,Veg,4,7666
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7167,Blueberry Muffin,Café Menu,90,Veg,4,7667
C3014,Urban Brews ☕,Café,Avaniyapuram,Madurai,4,4014,7168,Choco Lava Cake,Café Menu,120,Veg,4,7668
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7169,Espresso,Café Menu,80,Veg,4,7669
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7170,Cappuccino,Café Menu,120,Veg,4,7670
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7171,Latte,Café Menu,130,Veg,4,7671
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7172,Americano,Café Menu,100,Veg,4,7672
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7173,Filter Coffee,Café Menu,50,Veg,4,7673
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7174,Masala Chai,Café Menu,60,Veg,4,7674
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7175,Green Tea,Café Menu,70,Veg,4,7675
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7176,Cold Brew,Café Menu,140,Veg,4,7676
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7177,Iced Latte,Café Menu,150,Veg,4,7677
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7178,Hot Chocolate,Café Menu,160,Veg,4,7678
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7179,Blueberry Muffin,Café Menu,90,Veg,4,7679
C3015,The Tea Haven 🍵,Café,Chinthamani,Madurai,4,4015,7180,Choco Lava Cake,Café Menu,120,Veg,4,7680
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7181,Espresso,Café Menu,80,Veg,4,7681
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7182,Cappuccino,Café Menu,120,Veg,4,7682
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7183,Latte,Café Menu,130,Veg,4,7683
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7184,Americano,Café Menu,100,Veg,4,7684
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7185,Filter Coffee,Café Menu,50,Veg,4,7685
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7186,Masala Chai,Café Menu,60,Veg,4,7686
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7187,Green Tea,Café Menu,70,Veg,4,7687
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7188,Cold Brew,Café Menu,140,Veg,4,7688
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7189,Iced Latte,Café Menu,150,Veg,4,7689
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7190,Hot Chocolate,Café Menu,160,Veg,4,7690
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7191,Blueberry Muffin,Café Menu,90,Veg,4,7691
C3016,Caramel Latte House ☕,Café,Arappalayam,Madurai,4,4016,7192,Choco Lava Cake,Café Menu,120,Veg,4,7692
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7193,Espresso,Café Menu,80,Veg,4,7693
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7194,Cappuccino,Café Menu,120,Veg,4,7694
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7195,Latte,Café Menu,130,Veg,4,7695
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7196,Americano,Café Menu,100,Veg,4,7696
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7197,Filter Coffee,Café Menu,50,Veg,4,7697
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7198,Masala Chai,Café Menu,60,Veg,4,7698
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7199,Green Tea,Café Menu,70,Veg,4,7699
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7200,Cold Brew,Café Menu,140,Veg,4,7700
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7201,Iced Latte,Café Menu,150,Veg,4,7701
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7202,Hot Chocolate,Café Menu,160,Veg,4,7702
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7203,Blueberry Muffin,Café Menu,90,Veg,4,7703
C3017,Java Jolt Café ⚡,Café,Kochadai,Madurai,4,4017,7204,Choco Lava Cake,Café Menu,120,Veg,4,7704
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7205,Espresso,Café Menu,80,Veg,4,7705
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7206,Cappuccino,Café Menu,120,Veg,4,7706
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7207,Latte,Café Menu,130,Veg,4,7707
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7208,Americano,Café Menu,100,Veg,4,7708
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7209,Filter Coffee,Café Menu,50,Veg,4,7709
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7210,Masala Chai,Café Menu,60,Veg,4,7710
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7211,Green Tea,Café Menu,70,Veg,4,7711
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7212,Cold Brew,Café Menu,140,Veg,4,7712
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7213,Iced Latte,Café Menu,150,Veg,4,7713
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7214,Hot Chocolate,Café Menu,160,Veg,4,7714
C3018,The Vintage Mug ☕,Café,Bye Pass Road,Madurai,4,4018,7215,Blueberry Muffin,Café Menu,90,Veg,4,7715
